years_to_retire,salary,investment_amount_per_month,current_savings,monthly_expenses,debt,number_of_dependents,city,goal_savings
20,19600,4800.0,646364,11900.0,11648,4,Kolkata,1741000.0
2,175200,23400.0,378642,114100.0,148467,5,Kolkata,912000.0
32,74400,9500.0,1849891,49100.0,283494,0,Chennai,5316000.0
28,84400,13500.0,1195259,45800.0,296089,4,Lucknow,5505000.0
4,106900,21200.0,152219,54500.0,431168,4,Jaipur,1119000.0
7,196500,39700.0,1641295,101200.0,180921,3,Kolkata,4810000.0
3,197400,45700.0,1456669,132000.0,222602,1,Hyderabad,3020000.0
25,76300,8600.0,1008338,46600.0,294418,4,Bangalore,3460000.0
9,26600,4500.0,837347,15300.0,320054,5,Chennai,1299000.0
23,46500,6900.0,1304405,30100.0,394791,4,Pune,3114000.0
23,100500,18100.0,113747,67500.0,67578,0,Pune,4860000.0
26,101300,20400.0,609638,64400.0,250958,0,Lucknow,6657000.0
18,83400,22500.0,860123,42500.0,13105,5,Mumbai,5478000.0
24,115400,31400.0,1047691,78600.0,87606,3,Lucknow,9640000.0
27,27400,5700.0,308265,16100.0,237183,3,Pune,2063000.0
2,141900,36500.0,444591,83700.0,295604,1,Kolkata,1277000.0
1,151100,27300.0,1746665,102300.0,223392,3,Kolkata,2058000.0
16,178400,53100.0,1255596,118500.0,470248,5,Ahmedabad,10942000.0
24,139900,17500.0,1335562,93600.0,138404,3,Pune,6124000.0
11,121600,15600.0,650171,62000.0,283146,1,Bangalore,2607000.0
26,79700,12600.0,269532,47700.0,485125,1,Bangalore,4005000.0
6,68500,8300.0,542168,46000.0,37035,4,Pune,1110000.0
26,108000,10900.0,317080,70500.0,87626,3,Hyderabad,3548000.0
29,54600,9000.0,949580,38100.0,125711,0,Jaipur,3925000.0
1,182500,19900.0,464689,107500.0,2766,2,Kolkata,692000.0
9,156400,33900.0,114406,103900.0,493691,0,Delhi,3593000.0
27,45100,12000.0,951141,30800.0,320973,4,Pune,4645000.0
7,15700,2100.0,1297313,9000.0,441943,4,Pune,1465000.0
3,34800,7700.0,93305,17700.0,121794,4,Ahmedabad,357000.0
9,189600,28100.0,724736,99800.0,89044,0,Kolkata,3608000.0
2,157100,32300.0,841967,94000.0,38814,0,Lucknow,1579000.0
10,19800,4100.0,1254435,12800.0,417616,3,Ahmedabad,1722000.0
17,130300,14400.0,1374935,76200.0,158407,0,Mumbai,4166000.0
31,67800,19400.0,939054,41000.0,388631,4,Ahmedabad,7796000.0
1,141900,19200.0,1036878,96100.0,110275,0,Chennai,1256000.0
18,148400,31900.0,118372,81400.0,382764,2,Pune,6665000.0
6,102400,19600.0,1757086,70700.0,120406,4,Jaipur,3098000.0
4,97500,25400.0,1681552,51000.0,255333,1,Pune,2840000.0
4,149700,26300.0,196422,89700.0,294145,4,Mumbai,1396000.0
35,160700,39500.0,1469546,95300.0,169431,2,Kolkata,17232000.0
4,23300,5900.0,1480673,13900.0,80430,0,Bangalore,1750000.0
1,122200,16300.0,885661,77600.0,329497,5,Pune,1072000.0
31,180300,42300.0,1712252,100900.0,277842,3,Bangalore,16663000.0
19,19100,3600.0,1962649,11300.0,88027,4,Hyderabad,2743000.0
21,89300,26000.0,266624,50600.0,431430,1,Bangalore,6492000.0
30,122800,36500.0,1835392,84600.0,39086,2,Ahmedabad,14320000.0
7,136500,32800.0,363584,76500.0,383567,2,Bangalore,2981000.0
5,114200,24300.0,396090,62900.0,442975,0,Hyderabad,1781000.0
2,156300,25600.0,1301460,83900.0,69250,5,Lucknow,1885000.0
3,53800,8200.0,1515408,31300.0,432377,4,Chennai,1796000.0
15,86600,17000.0,749670,48000.0,402741,2,Hyderabad,3657000.0
10,140700,29100.0,1235002,83200.0,173650,5,Bangalore,4553000.0
9,189700,39700.0,1722159,101700.0,337469,3,Bangalore,5796000.0
23,24400,6400.0,1372094,17000.0,332114,1,Jaipur,3050000.0
14,199600,53600.0,1531514,124800.0,87126,4,Chennai,10087000.0
33,142500,24300.0,912511,89900.0,250732,2,Ahmedabad,10056000.0
16,166900,33800.0,856411,105600.0,120749,3,Lucknow,7022000.0
20,105300,26500.0,622832,58400.0,300375,1,Mumbai,6666000.0
8,125900,34500.0,337855,82900.0,201800,2,Pune,3485000.0
34,118500,15400.0,1858327,65400.0,157662,5,Kolkata,7828000.0
31,20600,5100.0,1840855,11200.0,319921,5,Jaipur,3643000.0
8,46600,13200.0,556506,23600.0,150224,0,Ahmedabad,1761000.0
25,110500,16600.0,733882,58200.0,200076,0,Jaipur,5466000.0
13,78500,15500.0,1764516,47200.0,274134,0,Bangalore,4062000.0
18,16300,1600.0,1039292,10100.0,236573,5,Jaipur,1368000.0
34,179000,47300.0,839344,113700.0,442031,2,Delhi,19176000.0
17,168100,45100.0,856863,112300.0,211930,5,Kolkata,9599000.0
12,89000,25200.0,589153,59600.0,13122,0,Bangalore,4037000.0
16,150400,37000.0,374410,87000.0,494233,2,Ahmedabad,7124000.0
13,151400,25400.0,916081,84800.0,231121,1,Pune,4681000.0
11,199200,27100.0,590046,109400.0,378543,4,Lucknow,3989000.0
14,163800,27500.0,1884299,85800.0,5855,2,Mumbai,6274000.0
28,157400,22900.0,1956147,83900.0,317968,3,Bangalore,9267000.0
24,87700,10700.0,201892,57000.0,364935,2,Hyderabad,3130000.0
17,189700,36700.0,1638675,105600.0,439142,2,Chennai,8752000.0
9,180400,25400.0,1338879,106200.0,484242,1,Jaipur,3945000.0
30,43900,5000.0,542282,29300.0,82452,2,Bangalore,2253000.0
3,167800,35400.0,1906480,96000.0,142773,0,Pune,3117000.0
8,138600,29600.0,376230,81000.0,309996,0,Lucknow,3076000.0
18,166600,33600.0,617351,92400.0,268465,2,Kolkata,7513000.0
30,45600,6200.0,385037,25300.0,146649,3,Bangalore,2506000.0
3,199200,36600.0,1235823,135000.0,449719,5,Ahmedabad,2488000.0
34,93200,22400.0,518040,54400.0,441992,4,Kolkata,9202000.0
28,122700,29900.0,679675,65600.0,462479,4,Kolkata,10225000.0
25,173000,38100.0,778196,102000.0,89473,3,Hyderabad,11638000.0
30,107300,28600.0,1601930,73100.0,196792,1,Mumbai,11385000.0
7,45400,10100.0,706164,23500.0,190590,4,Jaipur,1512000.0
29,75500,8400.0,764455,39400.0,362997,2,Bangalore,3542000.0
2,193400,49100.0,477545,99400.0,163503,1,Hyderabad,1597000.0
26,182200,32300.0,867299,112700.0,274390,0,Bangalore,10442000.0
7,47700,6900.0,76848,25600.0,472198,4,Chennai,628000.0
18,159100,17000.0,1182719,108300.0,377155,3,Delhi,4672000.0
6,152500,25100.0,1640929,106000.0,205601,0,Chennai,3358000.0
27,29500,6600.0,1359092,19900.0,168322,4,Pune,3391000.0
24,66800,18100.0,1624241,42000.0,150517,4,Kolkata,6577000.0
33,181000,29400.0,198165,96400.0,259939,0,Lucknow,11260000.0
31,84400,17000.0,389283,45200.0,412184,5,Bangalore,6398000.0
34,72100,9500.0,888621,45200.0,34180,3,Chennai,4571000.0
22,58700,11200.0,206026,36100.0,283131,2,Delhi,3015000.0
24,132000,20700.0,705068,80000.0,320452,2,Ahmedabad,6369000.0
28,157600,20400.0,114653,106900.0,364765,5,Lucknow,6627000.0
20,26600,5300.0,692280,16300.0,16394,4,Lucknow,1901000.0
18,60900,17700.0,485143,33500.0,320806,0,Delhi,4118000.0
32,76500,17000.0,1954219,40400.0,7490,5,Mumbai,8157000.0
33,94300,23000.0,180012,57900.0,424206,0,Bangalore,8834000.0
10,115600,16700.0,333021,58200.0,371674,3,Jaipur,2237000.0
9,148900,27600.0,55657,100900.0,296898,3,Chennai,2888000.0
25,118300,32500.0,1487409,59400.0,47995,4,Chennai,10751000.0
13,198200,36900.0,1507301,110700.0,59746,2,Chennai,6977000.0
5,63700,10300.0,467528,42700.0,334142,4,Lucknow,1055000.0
31,44700,5900.0,375463,25400.0,498670,4,Hyderabad,2461000.0
31,34600,7500.0,213445,18500.0,257155,1,Jaipur,2864000.0
34,192800,22000.0,1919552,100800.0,214611,0,Chennai,10448000.0
26,82400,11300.0,202615,51000.0,73422,2,Jaipur,3552000.0
7,134600,18900.0,1815760,70900.0,332740,1,Mumbai,3324000.0
20,32600,3500.0,1318328,19100.0,385049,3,Mumbai,2116000.0
22,63600,7600.0,1168862,35100.0,444225,0,Jaipur,3075000.0
5,124100,22900.0,79528,82300.0,454568,4,Bangalore,1385000.0
12,111100,11300.0,1178302,68700.0,48136,1,Mumbai,2724000.0
21,71000,13700.0,900512,39400.0,3951,5,Chennai,4181000.0
9,130100,38200.0,1998792,66100.0,203573,5,Kolkata,5919000.0
29,115900,22100.0,1976161,67800.0,389318,3,Mumbai,9284000.0
27,15200,4000.0,1504108,8700.0,36481,5,Lucknow,2735000.0
17,93200,9400.0,71207,52500.0,386772,1,Hyderabad,1893000.0
24,68900,17100.0,1197384,38300.0,333305,5,Lucknow,5877000.0
27,188700,36200.0,1866030,110400.0,361779,3,Hyderabad,13010000.0
8,76600,12100.0,1455314,39900.0,497861,5,Mumbai,2559000.0
29,159600,16100.0,399326,92900.0,114927,4,Hyderabad,5723000.0
19,195800,42600.0,248017,99800.0,162961,2,Delhi,9477000.0
10,59200,15100.0,731633,37600.0,418064,5,Lucknow,2453000.0
24,53900,7200.0,618938,31500.0,371823,3,Pune,2589000.0
34,84600,21800.0,1024627,50800.0,107341,1,Mumbai,9476000.0
31,191600,52500.0,1804990,129000.0,232027,5,Lucknow,20361000.0
4,107800,27000.0,671620,59400.0,478613,0,Chennai,1903000.0
31,183800,48200.0,465814,99000.0,363151,3,Hyderabad,17502000.0
9,71100,16600.0,1420927,35700.0,309636,3,Ahmedabad,3124000.0
26,116300,30000.0,1243759,73000.0,195949,1,Delhi,10137000.0
13,22700,6200.0,771848,15800.0,331963,4,Ahmedabad,1691000.0
26,102500,21000.0,1787192,64600.0,51138,3,Jaipur,8013000.0
1,135900,36200.0,1129017,92400.0,451767,5,Ahmedabad,1542000.0
9,171000,44100.0,1158855,94300.0,33742,5,Chennai,5684000.0
31,161700,22500.0,1142776,97100.0,143393,0,Hyderabad,9095000.0
24,133900,21100.0,335214,68200.0,373187,4,Bangalore,6109000.0
22,71600,19700.0,856529,47100.0,254331,5,Bangalore,5798000.0
9,159200,28500.0,1880154,99600.0,8873,3,Pune,4805000.0
23,75000,22500.0,118349,50400.0,475165,2,Delhi,6019000.0
20,170500,39600.0,1969681,102800.0,31862,3,Ahmedabad,11000000.0
21,167000,18300.0,1282839,90800.0,465488,2,Chennai,5665000.0
27,97400,17300.0,1908161,57500.0,405748,4,Jaipur,7234000.0
5,155400,40100.0,542221,104400.0,222019,1,Hyderabad,2828000.0
17,83900,14600.0,717766,57600.0,305456,0,Jaipur,3548000.0
34,90300,15800.0,834211,50200.0,452845,1,Bangalore,6959000.0
9,118600,20000.0,197400,61800.0,240186,5,Jaipur,2250000.0
34,88500,14700.0,139418,50300.0,464643,3,Ahmedabad,5838000.0
10,121400,16800.0,77163,81500.0,41972,4,Mumbai,1993000.0
2,72900,10100.0,1225035,48800.0,402388,4,Lucknow,1455000.0
25,31900,8300.0,1581708,22100.0,9382,2,Bangalore,3948000.0
3,178800,39900.0,530510,96100.0,117240,4,Lucknow,1895000.0
34,162300,25100.0,1550729,86800.0,286671,4,Ahmedabad,11281000.0
7,24400,6300.0,1815975,14900.0,211040,3,Lucknow,2319000.0
28,89800,19700.0,1054196,58300.0,215523,1,Jaipur,7343000.0
9,37200,7300.0,641274,19200.0,442990,5,Kolkata,1390000.0
11,43600,9800.0,1639260,26800.0,187204,4,Hyderabad,2868000.0
29,55400,8900.0,347747,38600.0,3448,3,Chennai,3291000.0
16,115300,28600.0,834926,77800.0,478061,3,Bangalore,6052000.0
29,70300,10400.0,1455393,39900.0,472663,4,Jaipur,4894000.0
13,167600,35400.0,177577,100100.0,57744,4,Delhi,5425000.0
35,71900,19300.0,316367,39100.0,346852,0,Kolkata,8018000.0
11,21900,4500.0,948993,14200.0,488984,0,Pune,1513000.0
35,91800,18500.0,626371,54400.0,376444,1,Delhi,8009000.0
8,69100,15900.0,604931,39300.0,449266,1,Kolkata,2055000.0
7,87000,14200.0,1386756,53300.0,110656,5,Chennai,2520000.0
5,100000,29800.0,592191,64100.0,244360,4,Chennai,2291000.0
6,68400,16400.0,1196545,35900.0,164168,1,Hyderabad,2318000.0
35,117400,19600.0,1590068,77900.0,160861,2,Pune,9412000.0
30,89000,20200.0,1173393,46300.0,112624,3,Chennai,8083000.0
11,190700,52600.0,457229,127900.0,120480,2,Jaipur,7054000.0
27,33700,9000.0,1419713,17800.0,442096,4,Delhi,4190000.0
21,112200,32400.0,1404074,56300.0,230501,5,Lucknow,9162000.0
14,44100,5800.0,417058,26800.0,182823,0,Mumbai,1343000.0
35,59300,9700.0,1009441,32600.0,133139,0,Chennai,4880000.0
29,142700,41200.0,538578,88700.0,330329,2,Mumbai,14161000.0
24,98500,22700.0,1687864,50700.0,162785,4,Jaipur,7900000.0
32,23800,6700.0,72361,14100.0,270066,3,Lucknow,2517000.0
6,21000,3200.0,835327,13200.0,180885,0,Delhi,1054000.0
10,42100,10500.0,1135617,25100.0,35381,0,Kolkata,2333000.0
20,86500,17600.0,1461244,48700.0,386976,0,Bangalore,5475000.0
20,148200,34100.0,376399,91400.0,351444,4,Lucknow,8152000.0
26,43900,9400.0,727976,30700.0,180957,4,Pune,3515000.0
21,164500,40500.0,1389622,89800.0,379517,4,Delhi,11087000.0
23,63300,8900.0,1840848,35100.0,488205,5,Kolkata,4175000.0
12,181600,53600.0,1098064,114300.0,496306,5,Hyderabad,8432000.0
13,31200,6300.0,420141,21100.0,223676,3,Chennai,1354000.0
10,193700,51100.0,839697,109300.0,174192,2,Chennai,6666000.0
7,83200,8700.0,1195840,51200.0,28769,3,Chennai,1890000.0
12,111200,14500.0,355051,74600.0,149288,3,Pune,2339000.0
25,134500,22400.0,1883370,91500.0,498031,1,Lucknow,8268000.0
2,58700,14200.0,1417352,39600.0,88314,1,Lucknow,1741000.0
26,62000,10000.0,1036183,37100.0,315251,3,Lucknow,4001000.0
5,186200,47500.0,759614,103400.0,33244,3,Mumbai,3468000.0
8,195600,24700.0,640744,112900.0,272585,0,Lucknow,2894000.0
9,154100,29100.0,378146,90800.0,415973,4,Mumbai,3364000.0
20,98200,16100.0,136668,57700.0,38431,1,Jaipur,3808000.0
11,43900,5300.0,175406,22900.0,87324,0,Kolkata,840000.0
22,47900,11700.0,143059,29700.0,90063,1,Delhi,3078000.0
16,72700,20000.0,747413,44400.0,134585,4,Ahmedabad,4396000.0
10,77300,21300.0,174604,53800.0,337326,1,Lucknow,2603000.0
25,183600,28100.0,1513714,123100.0,102105,4,Ahmedabad,9523000.0
19,47600,14000.0,1011143,25400.0,182642,2,Mumbai,4044000.0
4,73800,19200.0,448092,47700.0,251827,0,Pune,1324000.0
19,189800,28100.0,1309207,113900.0,356033,1,Lucknow,7397000.0
3,160700,44300.0,173606,86400.0,262094,1,Hyderabad,1689000.0
17,92800,12800.0,1442617,48300.0,148880,2,Hyderabad,3924000.0
14,155300,20100.0,1499804,88300.0,402058,5,Lucknow,4708000.0
10,36800,10200.0,1424777,23500.0,493693,4,Jaipur,2588000.0
6,186000,53000.0,879934,108400.0,332949,4,Delhi,4506000.0
31,79500,15100.0,1802277,54400.0,283357,0,Ahmedabad,7139000.0
31,157900,36400.0,1018125,91500.0,147317,3,Bangalore,13884000.0
9,169100,27700.0,1449027,114000.0,258275,3,Mumbai,4291000.0
12,83400,21100.0,241207,43900.0,460033,3,Chennai,3128000.0
26,180700,48300.0,305785,105900.0,46155,1,Jaipur,14624000.0
2,151800,21300.0,604140,105700.0,437237,4,Chennai,1090000.0
4,23800,5700.0,1193941,14600.0,205477,2,Lucknow,1454000.0
32,45000,12500.0,874335,30900.0,428798,3,Jaipur,5435000.0
28,37200,9400.0,1340810,18900.0,469964,2,Kolkata,4342000.0
6,116900,30200.0,1955430,64200.0,63692,2,Mumbai,4021000.0
30,149100,21800.0,578935,84500.0,54091,2,Pune,8036000.0
28,143100,37900.0,267375,99200.0,486438,0,Hyderabad,12367000.0
13,33500,6800.0,1003046,20600.0,255999,0,Ahmedabad,2011000.0
10,129000,13200.0,1906514,68200.0,213989,3,Lucknow,3412000.0
10,51500,12000.0,1218840,26000.0,226411,1,Ahmedabad,2587000.0
5,48500,12400.0,594517,27400.0,215128,1,Kolkata,1301000.0
29,176200,45200.0,1160659,115300.0,409223,2,Kolkata,16106000.0
12,150200,43000.0,881891,98600.0,492055,3,Hyderabad,6765000.0
22,69600,8200.0,1411508,42500.0,156310,0,Mumbai,3468000.0
2,104600,14400.0,1110484,71400.0,482874,5,Pune,1439000.0
14,50600,14400.0,1593593,26500.0,282498,4,Chennai,3892000.0
10,61100,15300.0,903901,39800.0,153440,5,Hyderabad,2648000.0
3,51600,9500.0,836178,34000.0,381328,5,Kolkata,1161000.0
8,82700,10600.0,335714,48800.0,288344,3,Delhi,1303000.0
17,192900,51600.0,681258,125200.0,111377,5,Hyderabad,10683000.0
4,33300,5400.0,1167789,18200.0,167473,2,Hyderabad,1414000.0
21,114500,30500.0,1674034,68500.0,367653,1,Bangalore,8977000.0
30,75000,15900.0,1443729,40600.0,250121,0,Delhi,6882000.0
19,199600,41400.0,1975569,119900.0,359892,2,Kolkata,10944000.0
15,59900,13200.0,464151,38100.0,465328,3,Kolkata,2722000.0
20,185400,34100.0,1344493,92800.0,304158,1,Jaipur,9120000.0
30,166600,20300.0,1742133,86400.0,385563,5,Delhi,8686000.0
10,31000,6700.0,295680,18500.0,482556,1,Ahmedabad,1060000.0
23,140600,25900.0,629638,73100.0,33739,4,Delhi,7422000.0
24,123200,23600.0,259336,70200.0,80651,5,Ahmedabad,6717000.0
12,184200,40500.0,1824038,124400.0,203743,0,Pune,7365000.0
9,19300,2500.0,1034158,12100.0,126999,1,Pune,1291000.0
15,159400,23600.0,1975664,87800.0,313304,5,Mumbai,6012000.0
29,39200,6200.0,457107,19800.0,124229,1,Ahmedabad,2507000.0
18,132300,23200.0,1096886,74300.0,287436,1,Kolkata,5858000.0
20,121300,14500.0,1010137,84100.0,106347,2,Lucknow,4317000.0
1,157300,20700.0,1820496,89600.0,418112,2,Pune,2057000.0
3,77600,11700.0,966889,41800.0,156964,0,Pune,1367000.0
8,185800,44400.0,1958646,109200.0,321157,1,Mumbai,6009000.0
31,129600,30300.0,1721916,84000.0,158889,3,Mumbai,12432000.0
8,114400,11600.0,344240,76800.0,52094,3,Mumbai,1402000.0
15,119300,13600.0,348930,61500.0,294612,4,Kolkata,2675000.0
22,71500,14300.0,639979,40500.0,243841,5,Bangalore,4227000.0
32,131100,24300.0,909450,88100.0,318880,2,Ahmedabad,9775000.0
5,179900,28600.0,825005,103000.0,25134,1,Lucknow,2455000.0
9,119900,24000.0,288396,69200.0,28768,0,Bangalore,2751000.0
15,173300,24300.0,1471064,116200.0,67646,1,Delhi,5627000.0
33,163100,20700.0,793650,96500.0,213128,0,Kolkata,8582000.0
22,39700,4500.0,77945,20900.0,169888,3,Jaipur,1207000.0
11,112200,12800.0,721993,62700.0,64569,3,Mumbai,2327000.0
6,191900,26800.0,599217,121300.0,85496,1,Lucknow,2433000.0
17,24600,6400.0,824003,14000.0,408702,3,Jaipur,2065000.0
5,148500,38700.0,1136317,90800.0,86814,4,Kolkata,3343000.0
9,59200,16700.0,1313301,33300.0,388827,3,Bangalore,3027000.0
29,177300,41200.0,1516002,120100.0,370234,2,Jaipur,15139000.0
23,161900,28400.0,1788781,106300.0,486953,5,Jaipur,9236000.0
31,100800,12700.0,1226778,54400.0,484155,0,Jaipur,5716000.0
20,181300,26100.0,248353,114100.0,317013,2,Lucknow,6200000.0
23,38100,7200.0,541838,19700.0,107194,4,Delhi,2430000.0
7,125700,18800.0,401824,72000.0,37425,5,Bangalore,1902000.0
4,169800,27700.0,396185,104000.0,97277,1,Kolkata,1659000.0
24,64300,18600.0,209695,44400.0,190093,3,Hyderabad,5299000.0
14,137400,24300.0,1835094,89700.0,289410,1,Pune,5714000.0
25,39300,5100.0,234735,22500.0,265420,4,Jaipur,1688000.0
7,140400,23800.0,568516,96400.0,279371,0,Hyderabad,2468000.0
15,108000,11600.0,228535,58500.0,208382,2,Hyderabad,2212000.0
13,117700,26300.0,1648856,78500.0,120410,4,Delhi,5547000.0
19,58000,14200.0,944901,34900.0,322062,4,Lucknow,4021000.0
12,21900,4000.0,1285672,15100.0,229158,1,Kolkata,1833000.0
26,41100,8600.0,1675057,24300.0,406275,2,Bangalore,4224000.0
33,184600,50700.0,1089592,92800.0,248496,0,Mumbai,20166000.0
15,109600,15500.0,1702988,62100.0,6589,0,Hyderabad,4354000.0
6,31600,4200.0,858823,17500.0,300431,0,Mumbai,1146000.0
25,167500,25400.0,989968,116700.0,141350,1,Bangalore,8230000.0
17,69200,10000.0,608447,39300.0,441465,3,Kolkata,2547000.0
9,119400,32800.0,252754,70100.0,412714,0,Delhi,3619000.0
28,119500,13000.0,1504815,82500.0,357726,3,Chennai,5655000.0
35,120600,14100.0,1123871,81400.0,199289,4,Hyderabad,6751000.0
3,143800,41400.0,452965,76200.0,387006,4,Pune,1869000.0
11,130300,23300.0,509332,87000.0,446505,1,Bangalore,3432000.0
20,159200,31700.0,278678,100400.0,229521,4,Hyderabad,7507000.0
23,47700,10300.0,911562,24700.0,331956,2,Pune,3613000.0
30,48400,12400.0,1548785,24400.0,14339,2,Mumbai,5790000.0
12,162400,39400.0,1778616,111200.0,366777,2,Ahmedabad,7169000.0
35,27200,4700.0,363550,15900.0,151890,4,Kolkata,2239000.0
34,32000,8300.0,1617277,21100.0,197085,1,Chennai,4835000.0
4,68600,17100.0,1605298,35200.0,312211,5,Mumbai,2385000.0
24,108100,29800.0,1500463,72300.0,105411,1,Chennai,9655000.0
28,143200,21500.0,211967,87900.0,90,4,Chennai,7076000.0
2,111900,13300.0,353981,60400.0,255074,3,Mumbai,657000.0
5,98500,11900.0,1527848,54300.0,220042,4,Bangalore,2206000.0
28,139900,29200.0,474295,97400.0,357463,1,Mumbai,9796000.0
13,57600,8800.0,1946340,34600.0,498142,0,Ahmedabad,3251000.0
9,86600,9400.0,290808,46300.0,160301,2,Pune,1255000.0
30,82500,22100.0,1888670,52200.0,189728,1,Hyderabad,9448000.0
27,46900,12800.0,77789,24200.0,68697,0,Kolkata,4018000.0
13,194700,33800.0,86637,126800.0,210414,0,Mumbai,5097000.0
28,146800,18500.0,1018598,99200.0,75546,1,Bangalore,6925000.0
18,88000,13200.0,1910611,47300.0,195050,0,Bangalore,4620000.0
34,144900,34100.0,1585066,85900.0,177042,2,Jaipur,14804000.0
21,83400,19800.0,424807,56600.0,239036,4,Ahmedabad,5166000.0
1,109000,26200.0,55597,72000.0,322765,3,Kolkata,354000.0
23,122100,33100.0,1744541,61900.0,478107,1,Pune,10425000.0
34,186600,51600.0,502295,98600.0,168631,2,Bangalore,20505000.0
9,168000,50000.0,1016787,117100.0,126208,2,Bangalore,6148000.0
8,187200,31900.0,1440557,103300.0,324555,0,Pune,4350000.0
30,179800,50800.0,93688,108800.0,294643,4,Delhi,17470000.0
18,34100,7800.0,1839579,17300.0,99107,0,Lucknow,3440000.0
2,139600,17400.0,1890589,73900.0,327387,1,Hyderabad,2287000.0
11,26600,5800.0,670804,15600.0,276868,2,Hyderabad,1398000.0
31,67200,11800.0,1277930,36500.0,283247,3,Kolkata,5449000.0
31,114400,13100.0,812480,70900.0,306405,1,Chennai,5443000.0
24,37800,5600.0,391347,26100.0,342320,1,Hyderabad,1924000.0
21,101000,24500.0,1752394,65000.0,7893,2,Delhi,7619000.0
32,36400,6200.0,1217242,22600.0,49440,3,Mumbai,3479000.0
30,169200,38800.0,415000,85600.0,352614,5,Delhi,13687000.0
8,20300,5700.0,1462989,13500.0,131426,1,Kolkata,1983000.0
33,147400,32100.0,182799,91100.0,337422,5,Bangalore,12261000.0
1,29000,8400.0,164285,15800.0,170289,5,Delhi,260000.0
33,100200,16900.0,787296,64400.0,257535,0,Jaipur,7146000.0
13,79100,21800.0,1381718,50900.0,450553,4,Bangalore,4613000.0
22,27700,8100.0,198442,17400.0,91839,4,Lucknow,2230000.0
5,127400,25900.0,1158903,79900.0,83018,5,Jaipur,2635000.0
12,96000,16600.0,238807,57500.0,320945,0,Jaipur,2510000.0
29,163100,27800.0,1608234,96700.0,98712,4,Lucknow,10800000.0
3,117600,21700.0,1063017,59500.0,13761,4,Delhi,1805000.0
11,21300,4900.0,1468818,14200.0,203817,0,Jaipur,2083000.0
26,197200,37000.0,267173,135600.0,358606,1,Bangalore,11236000.0
2,18700,4700.0,519137,12900.0,247988,1,Pune,626000.0
29,122800,29200.0,1282712,76400.0,259280,3,Bangalore,10938000.0
29,115600,19100.0,465409,72600.0,419626,3,Hyderabad,6781000.0
19,50400,13200.0,1021100,30900.0,417075,2,Mumbai,3881000.0
10,160800,40500.0,1285575,92800.0,94382,5,Delhi,5903000.0
11,134300,30000.0,915632,90000.0,150418,5,Bangalore,4678000.0
7,135500,18600.0,195708,67800.0,157257,2,Mumbai,1680000.0
13,43300,8700.0,1494102,24000.0,238624,2,Chennai,2784000.0
2,55300,10500.0,1464496,37900.0,205309,3,Chennai,1704000.0
30,160400,16700.0,504212,85500.0,497784,4,Mumbai,6216000.0
22,19400,5800.0,1932276,13100.0,61898,5,Jaipur,3387000.0
1,147800,35700.0,728217,97000.0,135458,2,Lucknow,1135000.0
27,72100,12500.0,976063,45400.0,276633,5,Hyderabad,4824000.0
